,clean
2122,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Convertible,Volkswagen Cabriolet"
2123,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Convertible,Volkswagen Cabriolet"
2124,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Convertible,Volkswagen Cabriolet"
2125,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Convertible,Volkswagen Cabriolet"
2126,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Convertible,Volkswagen Cabriolet"
2127,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Convertible,Volkswagen Cabriolet"
2128,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Convertible,Volkswagen Cabrio"
2129,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Convertible,Volkswagen Cabrio"
2130,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Convertible,Volkswagen Cabrio"
2131,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Convertible,Volkswagen Cabrio"
2132,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Convertible,Volkswagen Cabrio"
2133,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Convertible,Volkswagen Cabrio"
2134,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Convertible,Volkswagen Cabrio"
2135,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Convertible,Volkswagen Cabrio"
2136,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Convertible,Volkswagen Cabrio"
2137,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Convertible,Volkswagen Cabrio"
2138,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Convertible,Volkswagen Cabrio"
2139,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Convertible,Volkswagen Cabrio"
2140,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Convertible,Volkswagen Cabrio"
2141,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Convertible,Volkswagen Cabrio"
2142,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Kia Cadenza"
2143,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Kia Cadenza"
2144,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Kia Cadenza"
2145,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Kia Cadenza"
2146,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Kia Cadenza"
2147,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Kia Cadenza"
2148,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Kia Cadenza"
2149,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Kia Cadenza"
2150,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2151,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2152,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2153,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2154,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2155,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2156,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2157,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2158,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2159,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2160,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2161,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2162,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2163,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2164,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2165,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Dodge Caliber"
2166,"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari California T"
2167,"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari California"
2168,"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari California"
2169,"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari California"
2170,"regular unleaded,MANUAL,rear wheel drive,Performance,Midsize,Coupe,Chevrolet Camaro"
2171,"regular unleaded,MANUAL,rear wheel drive,Performance,Midsize,Convertible,Chevrolet Camaro"
2172,"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Midsize,Coupe,Chevrolet Camaro"
2173,"premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Midsize,Convertible,Chevrolet Camaro"
2174,"premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Midsize,Convertible,Chevrolet Camaro"
2175,"premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Midsize,Coupe,Chevrolet Camaro"
2176,"premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Midsize,Coupe,Chevrolet Camaro"
2177,"regular unleaded,MANUAL,rear wheel drive,Performance,Midsize,Coupe,Chevrolet Camaro"
2178,"regular unleaded,MANUAL,rear wheel drive,Performance,Midsize,Convertible,Chevrolet Camaro"
2179,"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Midsize,Coupe,Chevrolet Camaro"
2180,"regular unleaded,MANUAL,rear wheel drive,nan,Midsize,Coupe,Chevrolet Camaro"
2181,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,Coupe,Chevrolet Camaro"
2182,"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Midsize,Convertible,Chevrolet Camaro"
2183,"premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Midsize,Convertible,Chevrolet Camaro"
2184,"premium unleaded (recommended),MANUAL,rear wheel drive,Performance,Midsize,Convertible,Chevrolet Camaro"
2185,"premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Midsize,Coupe,Chevrolet Camaro"
2186,"premium unleaded (recommended),MANUAL,rear wheel drive,Performance,Midsize,Convertible,Chevrolet Camaro"
2187,"premium unleaded (recommended),MANUAL,rear wheel drive,Performance,Midsize,Coupe,Chevrolet Camaro"
2188,"premium unleaded (recommended),MANUAL,rear wheel drive,Performance,Midsize,Coupe,Chevrolet Camaro"
2189,"premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Midsize,Convertible,Chevrolet Camaro"
2190,"premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Midsize,Coupe,Chevrolet Camaro"
2191,"premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Midsize,Convertible,Chevrolet Camaro"
2192,"premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Midsize,Convertible,Chevrolet Camaro"
2193,"premium unleaded (recommended),MANUAL,rear wheel drive,Performance,Midsize,Convertible,Chevrolet Camaro"
2194,"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Performance,Midsize,Convertible,Chevrolet Camaro"
2195,"premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Midsize,Coupe,Chevrolet Camaro"
2196,"premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Midsize,Coupe,Chevrolet Camaro"
2197,"premium unleaded (recommended),MANUAL,rear wheel drive,Performance,Midsize,Coupe,Chevrolet Camaro"
2198,"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Performance,Midsize,Coupe,Chevrolet Camaro"
2199,"premium unleaded (recommended),MANUAL,rear wheel drive,Performance,Midsize,Coupe,Chevrolet Camaro"
2200,"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Midsize,Coupe,Chevrolet Camaro"
2201,"premium unleaded (recommended),MANUAL,rear wheel drive,Performance,Midsize,Convertible,Chevrolet Camaro"
2202,"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Midsize,Convertible,Chevrolet Camaro"
2203,"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Midsize,Sedan,Toyota Camry Hybrid"
2204,"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Midsize,Sedan,Toyota Camry Hybrid"
2205,"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Midsize,Sedan,Toyota Camry Hybrid"
2206,"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Midsize,Sedan,Toyota Camry Hybrid"
2207,"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Midsize,Sedan,Toyota Camry Hybrid"
2208,"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Midsize,Sedan,Toyota Camry Hybrid"
2209,"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Midsize,Sedan,Toyota Camry Hybrid"
2210,"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Midsize,Sedan,Toyota Camry Hybrid"
2211,"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Midsize,Sedan,Toyota Camry Hybrid"
2212,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2213,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Convertible,Toyota Camry Solara"
2214,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2215,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Convertible,Toyota Camry Solara"
2216,"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2217,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2218,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2219,"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2220,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2221,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2222,"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2223,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Convertible,Toyota Camry Solara"
2224,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Convertible,Toyota Camry Solara"
2225,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2226,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2227,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2228,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2229,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2230,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Convertible,Toyota Camry Solara"
2231,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2232,"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2233,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Convertible,Toyota Camry Solara"
2234,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2235,"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2236,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2237,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2238,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Convertible,Toyota Camry Solara"
2239,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2240,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2241,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2242,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Convertible,Toyota Camry Solara"
2243,"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Coupe,Toyota Camry Solara"
2244,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2245,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2246,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2247,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Toyota Camry"
2248,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2249,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2250,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2251,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2252,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2253,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2254,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2255,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Toyota Camry"
2256,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2257,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2258,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2259,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2260,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2261,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Toyota Camry"
2262,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Toyota Camry"
2263,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2264,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Regular Cab Pickup,GMC Canyon"
2265,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2266,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2267,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2268,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2269,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Regular Cab Pickup,GMC Canyon"
2270,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2271,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2272,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Regular Cab Pickup,GMC Canyon"
2273,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2274,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Regular Cab Pickup,GMC Canyon"
2275,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2276,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2277,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2278,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2279,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2280,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2281,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2282,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2283,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2284,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2285,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2286,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2287,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2288,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2289,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2290,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2291,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2292,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2293,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2294,"regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,GMC Canyon"
2295,"regular unleaded,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,GMC Canyon"
2296,"regular unleaded,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,GMC Canyon"
2297,"regular unleaded,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,GMC Canyon"
2298,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2299,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2300,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2301,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2302,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2303,"regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,GMC Canyon"
2304,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Crew Cab Pickup,GMC Canyon"
2305,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2306,"regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,GMC Canyon"
2307,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2308,"regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,GMC Canyon"
2309,"regular unleaded,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,GMC Canyon"
2310,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Extended Cab Pickup,GMC Canyon"
2311,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Wagon,Chevrolet Caprice"
2312,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Sedan,Chevrolet Caprice"
2313,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Sedan,Chevrolet Caprice"
2314,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Sedan,Chevrolet Caprice"
2315,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Wagon,Chevrolet Caprice"
2316,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Wagon,Chevrolet Caprice"
2317,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Sedan,Chevrolet Caprice"
2318,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Midsize,4dr SUV,Chevrolet Captiva Sport"
2319,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Midsize,4dr SUV,Chevrolet Captiva Sport"
2320,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Midsize,4dr SUV,Chevrolet Captiva Sport"
2321,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Midsize,4dr SUV,Chevrolet Captiva Sport"
2322,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Midsize,4dr SUV,Chevrolet Captiva Sport"
2323,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Midsize,4dr SUV,Chevrolet Captiva Sport"
2324,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Midsize,4dr SUV,Chevrolet Captiva Sport"
2325,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Midsize,4dr SUV,Chevrolet Captiva Sport"
2326,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Midsize,4dr SUV,Chevrolet Captiva Sport"
2327,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Midsize,4dr SUV,Chevrolet Captiva Sport"
2328,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Midsize,4dr SUV,Chevrolet Captiva Sport"
2329,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Midsize,4dr SUV,Chevrolet Captiva Sport"
2330,"regular unleaded,AUTOMATIC,front wheel drive,Flex Fuel,Large,Passenger Minivan,Dodge Caravan"
2331,"regular unleaded,AUTOMATIC,front wheel drive,nan,Large,Cargo Minivan,Dodge Caravan"
